date	sold	raw_section	price	section
1689-08-23	40	Billet à	1.5	autre
1689-08-23	7	Billet à	1	autre
1689-08-23	143	Billet à	0.75	parterre
1689-08-23	1	Irregular Receipts	67.5	autre
1689-08-24	1	Loge basse	33.75	première loge
1689-08-24	57	Billet à	3	première loge
1689-08-24	101	Billet à	1.5	autre
1689-08-24	22	Billet à	1	autre
1689-08-24	250	Billet à	0.75	parterre
1689-08-24	1	Irregular Receipts	191.25	autre
1689-08-25	1	Loge basse	33	première loge
1689-08-25	21	Billet à	3	première loge
1689-08-25	59	Billet à	1.5	autre
1689-08-25	38	Billet à	1	autre
1689-08-25	308	Billet à	0.75	parterre
1689-08-25	1	Irregular Receipts 2	0.75	autre
1689-08-26	52	Billet à	3	première loge
1689-08-26	54	Billet à	1.5	autre
1689-08-26	6	Billet à	1	autre
1689-08-26	194	Billet à	0.75	parterre
1689-08-27	21	Billet à	3	première loge
1689-08-27	28	Billet à	1.5	autre
1689-08-27	9	Billet à	1	autre
1689-08-27	216	Billet à	0.75	parterre
1689-08-28	107	Billet à	3	première loge
1689-08-28	150	Billet à	1.5	autre
1689-08-28	35	Billet à	1	autre
1689-08-28	457	Billet à	0.75	parterre
1689-08-29	21	Billet à	3	première loge
1689-08-29	52	Billet à	1.5	autre
1689-08-29	7	Billet à	1	autre
1689-08-29	250	Billet à	0.75	parterre
1689-08-30	44	Billet à	3	première loge
1689-08-30	35	Billet à	1.5	autre
1689-08-30	15	Billet à	1	autre
1689-08-30	205	Billet à	0.75	parterre
1689-08-31	22	Billet à	3	première loge
1689-08-31	38	Billet à	1.5	autre
1689-08-31	6	Billet à	1	autre
1689-08-31	273	Billet à	0.75	parterre
1689-09-01	87	Billet à	3	première loge
1689-09-01	85	Billet à	1.5	autre
1689-09-01	11	Billet à	1	autre
1689-09-01	276	Billet à	0.75	parterre
1689-09-01	1	Irregular Receipts 2	3	autre
1689-09-01	1	Irregular Receipts	3	autre
1689-09-02	13	Billet à	3	première loge
1689-09-02	22	Billet à	1.5	autre
1689-09-02	1	Billet à	1	autre
1689-09-02	152	Billet à	0.75	parterre
1689-09-03	48	Billet à	3	première loge
1689-09-03	35	Billet à	1.5	autre
1689-09-03	5	Billet à	1	autre
1689-09-03	136	Billet à	0.75	parterre
1689-09-04	35	Loge basse	3	première loge
1689-09-04	96	Loge haute	1.5	autre
1689-09-04	21	Billet à	1	première loge
1689-09-04	351	Billet à	0.75	autre
1689-09-05	34	Billet à	3	première loge
1689-09-05	61	Billet à	1.5	autre
1689-09-05	6	Billet à	1	autre
1689-09-05	189	Billet à	0.75	parterre
1689-09-06	12	Billet à	3	première loge
1689-09-06	20	Billet à	1.5	autre
1689-09-06	11	Billet à	1	autre
1689-09-06	121	Billet à	0.75	parterre
1689-09-07	16	Billet à	3	première loge
1689-09-07	46	Billet à	1.5	autre
1689-09-07	3	Billet à	1	autre
1689-09-07	138	Billet à	0.75	parterre
1689-09-09	25	Billet à	3	première loge
1689-09-09	46	Billet à	1.5	autre
1689-09-09	5	Billet à	1	autre
1689-09-09	199	Billet à	0.75	parterre
1689-09-10	15	Billet à	3	première loge
1689-09-10	40	Billet à	1.5	autre
1689-09-10	4	Billet à	1	autre
1689-09-10	225	Billet à	0.75	parterre
1689-09-11	67	Billet à	3	première loge
1689-09-11	101	Billet à	1.5	autre
1689-09-11	32	Billet à	1	autre
1689-09-11	333	Billet à	0.75	parterre
1689-09-12	28	Billet à	3	première loge
1689-09-12	40	Billet à	1.5	autre
1689-09-12	5	Billet à	1	autre
1689-09-12	173	Billet à	0.75	parterre
1689-09-13	3	Billet à	3	première loge
1689-09-13	24	Billet à	1.5	autre
1689-09-13	7	Billet à	1	autre
1689-09-13	189	Billet à	0.75	parterre
1689-09-14	66	Billet à	3	première loge
1689-09-14	68	Billet à	1.5	autre
1689-09-14	15	Billet à	1	autre
1689-09-14	335	Billet à	0.75	parterre
1689-09-15	18	Billet à	3	première loge
1689-09-15	33	Billet à	1.5	autre
1689-09-15	10	Billet à	1	autre
1689-09-15	218	Billet à	0.75	parterre
1689-09-16	76	Billet à	3	première loge
1689-09-16	110	Billet à	1.5	autre
1689-09-16	13	Billet à	1	autre
1689-09-16	324	Billet à	0.75	parterre
1689-09-17	15	Billet à	3	première loge
1689-09-17	41	Billet à	1.5	autre
1689-09-17	7	Billet à	1	autre
1689-09-17	153	Billet à	0.75	parterre
1689-09-18	81	Billet à	3	première loge
1689-09-18	172	Billet à	1.5	autre
1689-09-18	34	Billet à	1	autre
1689-09-18	542	Billet à	0.75	parterre
1689-09-19	9	Billet à	3	première loge
1689-09-19	22	Billet à	1.5	autre
1689-09-19	1	Billet à	1	autre
1689-09-19	224	Billet à	0.75	parterre
1689-09-19	1	Irregular Receipts	27.4	autre
1689-09-20	77	Billet à	3	première loge
1689-09-20	68	Billet à	1.5	autre
1689-09-20	11	Billet à	1	autre
1689-09-20	252	Billet à	0.75	parterre
1689-09-21	1	Loge basse	33.75	première loge
1689-09-21	66	Billet à	3	première loge
1689-09-21	100	Billet à	1.5	autre
1689-09-21	37	Billet à	1	autre
1689-09-21	306	Billet à	0.75	parterre
1689-09-22	1	Loge haute	12	autre
1689-09-22	11	Billet à	3	première loge
1689-09-22	32	Billet à	1.5	autre
1689-09-22	7	Billet à	1	autre
1689-09-22	124	Billet à	0.75	parterre
1689-09-23	4	Billet à	3	première loge
1689-09-23	42	Billet à	1.5	autre
1689-09-23	13	Billet à	1	autre
1689-09-23	192	Billet à	0.75	parterre
1689-09-24	58	Billet à	3	première loge
1689-09-24	61	Billet à	1.5	autre
1689-09-24	8	Billet à	1	autre
1689-09-24	300	Billet à	0.75	parterre
1689-09-25	39	Billet à	3	première loge
1689-09-25	78	Billet à	1.5	autre
1689-09-25	36	Billet à	1	autre
1689-09-25	428	Billet à	0.75	parterre
1689-09-26	34	Billet à	3	première loge
1689-09-26	53	Billet à	1.5	autre
1689-09-26	12	Billet à	1	autre
1689-09-26	165	Billet à	0.75	parterre
1689-09-27	17	Billet à	3	première loge
1689-09-27	24	Billet à	1.5	autre
1689-09-27	1	Billet à	1	autre
1689-09-27	171	Billet à	0.75	parterre
1689-09-28	83	Billet à	3	première loge
1689-09-28	83	Billet à	1.5	autre
1689-09-28	5	Billet à	1	autre
1689-09-28	329	Billet à	0.75	parterre
1689-09-29	55	Billet à	3	première loge
1689-09-29	150	Billet à	1.5	autre
1689-09-29	61	Billet à	1	autre
1689-09-29	556	Billet à	0.75	parterre
1689-09-30	73	Billet à	3	première loge
1689-09-30	87	Billet à	1.5	autre
1689-09-30	9	Billet à	1	autre
1689-09-30	285	Billet à	0.75	parterre
1689-09-30	1	Irregular Receipts	3	autre
1689-10-01	19	Billet à	3	première loge
1689-10-01	37	Billet à	1.5	autre
1689-10-01	9	Billet à	1	autre
1689-10-01	181	Billet à	0.75	parterre
1689-10-02	88	Billet à	3	première loge
1689-10-02	173	Billet à	1.5	autre
1689-10-02	45	Billet à	1	autre
1689-10-02	455	Billet à	0.75	parterre
1689-10-02	1	Irregular Receipts	7.5	autre
1689-10-03	35	Billet à	3	première loge
1689-10-03	55	Billet à	1.5	autre
1689-10-03	18	Billet à	1	autre
1689-10-03	302	Billet à	0.75	parterre
1689-10-04	30	Billet à	3	première loge
1689-10-04	32	Billet à	1.5	autre
1689-10-04	8	Billet à	1	autre
1689-10-04	193	Billet à	0.75	parterre
1689-10-05	14	Billet à	3	première loge
1689-10-05	52	Billet à	1.5	autre
1689-10-05	5	Billet à	1	autre
1689-10-05	193	Billet à	0.75	parterre
1689-10-06	22	Billet à	3	première loge
1689-10-06	87	Billet à	1.5	autre
1689-10-06	23	Billet à	1	autre
1689-10-06	257	Billet à	0.75	parterre
1689-10-06	1	Irregular Receipts	6.7	autre
1689-10-07	16	Billet à	3	première loge
1689-10-07	27	Billet à	1.5	autre
1689-10-07	3	Billet à	1	autre
1689-10-07	168	Billet à	0.75	parterre
1689-10-08	15	Billet à	3	première loge
1689-10-08	33	Billet à	1.5	autre
1689-10-08	3	Billet à	1	autre
1689-10-08	134	Billet à	0.75	parterre
1689-10-09	26	Billet à	3	première loge
1689-10-09	85	Billet à	1.5	autre
1689-10-09	18	Billet à	1	autre
1689-10-09	217	Billet à	0.75	parterre
1689-10-10	11	Billet à	3	première loge
1689-10-10	69	Billet à	1.5	autre
1689-10-10	7	Billet à	1	autre
1689-10-10	237	Billet à	0.75	parterre
1689-10-11	15	Billet à	3	première loge
1689-10-11	22	Billet à	1.5	autre
1689-10-11	11	Billet à	1	autre
1689-10-11	117	Billet à	0.75	parterre
1689-10-12	7	Billet à	3	première loge
1689-10-12	17	Billet à	1.5	autre
1689-10-12	3	Billet à	1	autre
1689-10-12	105	Billet à	0.75	parterre
1689-10-13	34	Billet à	3	première loge
1689-10-13	57	Billet à	1.5	autre
1689-10-13	9	Billet à	1	autre
1689-10-13	212	Billet à	0.75	parterre
1689-10-14	11	Billet à	3	première loge
1689-10-14	44	Billet à	1.5	autre
1689-10-14	6	Billet à	1	autre
1689-10-14	219	Billet à	0.75	parterre
1689-10-15	1	Billet à	3	première loge
1689-10-15	11	Billet à	1.5	autre
1689-10-15	1	Billet à	1	autre
1689-10-15	75	Billet à	0.75	parterre
1689-10-16	28	Billet à	3	première loge
1689-10-16	82	Billet à	1.5	autre
1689-10-16	59	Billet à	1	autre
1689-10-16	380	Billet à	0.75	parterre
1689-10-17	5	Billet à	3	première loge
1689-10-17	46	Billet à	1.5	autre
1689-10-17	13	Billet à	1	autre
1689-10-17	180	Billet à	0.75	parterre
1689-10-19	10	Billet à	3	première loge
1689-10-19	38	Billet à	1.5	autre
1689-10-19	8	Billet à	1	autre
1689-10-19	93	Billet à	0.75	parterre
1689-10-20	20	Billet à	3	première loge
1689-10-20	43	Billet à	1.5	autre
1689-10-20	11	Billet à	1	autre
1689-10-20	212	Billet à	0.75	parterre
1689-10-21	16	Billet à	3	première loge
1689-10-21	54	Billet à	1.5	autre
1689-10-21	14	Billet à	1	autre
1689-10-21	286	Billet à	0.75	parterre
1689-10-22	15	Billet à	3	première loge
1689-10-22	69	Billet à	1.5	autre
1689-10-22	1	Billet à	1	autre
1689-10-22	259	Billet à	0.75	parterre
1689-10-23	44	Billet à	3	première loge
1689-10-23	146	Billet à	1.5	autre
1689-10-23	50	Billet à	1	autre
1689-10-23	493	Billet à	0.75	parterre
1689-10-24	1	Loge basse	33.75	première loge
1689-10-24	65	Billet à	3	première loge
1689-10-24	93	Billet à	1.5	autre
1689-10-24	10	Billet à	1	autre
1689-10-24	362	Billet à	0.75	parterre
1689-10-25	21	Billet à	3	première loge
1689-10-25	55	Billet à	1.5	autre
1689-10-25	13	Billet à	1	autre
1689-10-25	245	Billet à	0.75	parterre
1689-10-26	51	Billet à	3	première loge
1689-10-26	57	Billet à	1.5	autre
1689-10-26	15	Billet à	1	autre
1689-10-26	285	Billet à	0.75	parterre
1689-10-27	61	Billet à	3	première loge
1689-10-27	95	Billet à	1.5	autre
1689-10-27	9	Billet à	1	autre
1689-10-27	331	Billet à	0.75	parterre
1689-10-28	92	Billet à	3	première loge
1689-10-28	7	Billet à	3	première loge
1689-10-28	144	Billet à	1.5	autre
1689-10-28	40	Billet à	1.5	autre
1689-10-28	60	Billet à	1	autre
1689-10-28	8	Billet à	1	autre
1689-10-28	171	Billet à	0.75	parterre
1689-10-28	370	Billet à	0.75	parterre
1689-10-29	24	Billet à	3	première loge
1689-10-29	60	Billet à	1.5	autre
1689-10-29	4	Billet à	1	autre
1689-10-29	287	Billet à	0.75	parterre
1689-10-29	1	Irregular Receipts	22.5	autre
1689-10-30	1	Loge haute	12	autre
1689-10-30	103	Billet à	3	première loge
1689-10-30	204	Billet à	1.5	autre
1689-10-30	43	Billet à	1	autre
1689-10-30	496	Billet à	0.75	parterre
1689-10-30	1	Irregular Receipts	9	autre
1689-10-30	1	Irregular Receipts 2	3	autre
1689-10-31	9	Billet à	3	première loge
1689-10-31	42	Billet à	1.5	autre
1689-10-31	9	Billet à	1	autre
1689-10-31	225	Billet à	0.75	parterre
1689-11-02	33	Billet à	3	première loge
1689-11-02	112	Billet à	1.5	autre
1689-11-02	43	Billet à	1	autre
1689-11-02	486	Billet à	0.75	parterre
1689-11-02	1	Irregular Receipts	3	autre
1689-11-03	102	Billet à	3	première loge
1689-11-03	156	Billet à	1.5	autre
1689-11-03	40	Billet à	1	autre
1689-11-03	440	Billet à	0.75	parterre
1689-11-04	1	Loge basse	45.75	première loge
1689-11-04	19	Billet à	3	première loge
1689-11-04	42	Billet à	1.5	autre
1689-11-04	3	Billet à	1	autre
1689-11-04	156	Billet à	0.75	parterre
1689-11-05	21	Billet à	3	première loge
1689-11-05	55	Billet à	1.5	autre
1689-11-05	13	Billet à	1	autre
1689-11-05	317	Billet à	0.75	parterre
1689-11-06	1	Loge basse	33.75	première loge
1689-11-06	39	Billet à	3	première loge
1689-11-06	124	Billet à	1.5	autre
1689-11-06	45	Billet à	1	autre
1689-11-06	460	Billet à	0.75	parterre
1689-11-07	57	Billet à	3	première loge
1689-11-07	65	Billet à	1.5	autre
1689-11-07	14	Billet à	1	autre
1689-11-07	199	Billet à	0.75	parterre
1689-11-08	3	Billet à	3	première loge
1689-11-08	60	Billet à	1.5	autre
1689-11-08	8	Billet à	1	autre
1689-11-08	225	Billet à	0.75	parterre
1689-11-09	22	Billet à	3	première loge
1689-11-09	71	Billet à	1.5	autre
1689-11-09	14	Billet à	1	autre
1689-11-09	244	Billet à	0.75	parterre
1689-11-09	1	Irregular Receipts	3	autre
1689-11-10	37	Billet à	3	première loge
1689-11-10	86	Billet à	1.5	autre
1689-11-10	14	Billet à	1	autre
1689-11-10	226	Billet à	0.75	parterre
1689-11-10	1	Irregular Receipts	1.5	autre
1689-11-11	43	Billet à	3	première loge
1689-11-11	153	Billet à	1.5	autre
1689-11-11	32	Billet à	1	autre
1689-11-11	415	Billet à	0.75	parterre
1689-11-12	33	Billet à	3	première loge
1689-11-12	61	Billet à	1.5	autre
1689-11-12	10	Billet à	1	autre
1689-11-12	278	Billet à	0.75	parterre
1689-11-13	33	Billet à	3	première loge
1689-11-13	139	Billet à	1.5	autre
1689-11-13	45	Billet à	1	autre
1689-11-13	554	Billet à	0.75	parterre
1689-11-14	90	Billet à	3	première loge
1689-11-14	115	Billet à	1.5	autre
1689-11-14	37	Billet à	1	autre
1689-11-14	434	Billet à	0.75	parterre
1689-11-14	1	Irregular Receipts 2	1	autre
1689-11-14	1	Irregular Receipts	1.5	autre
1689-11-15	6	Billet à	3	première loge
1689-11-15	42	Billet à	1.5	autre
1689-11-15	2	Billet à	1	autre
1689-11-15	237	Billet à	0.75	parterre
1689-11-16	47	Billet à	3	première loge
1689-11-16	81	Billet à	1.5	autre
1689-11-16	16	Billet à	1	autre
1689-11-16	323	Billet à	0.75	parterre
1689-11-16	1	Irregular Receipts	225	autre
1689-11-17	30	Billet à	3	première loge
1689-11-17	29	Billet à	1.5	autre
1689-11-17	11	Billet à	1	autre
1689-11-17	225	Billet à	0.75	parterre
1689-11-17	1	Irregular Receipts	90	autre
1689-11-18	38	Billet à	3	première loge
1689-11-18	76	Billet à	1.5	autre
1689-11-18	10	Billet à	1	autre
1689-11-18	305	Billet à	0.75	parterre
1689-11-19	54	Billet à	3	première loge
1689-11-19	42	Billet à	1.5	autre
1689-11-19	3	Billet à	1	autre
1689-11-19	178	Billet à	0.75	parterre
1689-11-20	52	Loge basse	3	première loge
1689-11-20	116	Loge haute	1.5	autre
1689-11-20	39	Billet à	1	première loge
1689-11-20	503	Billet à	0.75	autre
1689-11-21	91	Billet à	3	première loge
1689-11-21	94	Billet à	1.5	autre
1689-11-21	36	Billet à	1	autre
1689-11-21	497	Billet à	0.75	parterre
1689-11-21	1	Irregular Receipts	90	autre
1689-11-22	16	Billet à	3	première loge
1689-11-22	46	Billet à	1.5	autre
1689-11-22	6	Billet à	1	autre
1689-11-22	303	Billet à	0.75	parterre
1689-11-23	71	Billet à	3	première loge
1689-11-23	70	Billet à	1.5	autre
1689-11-23	9	Billet à	1	autre
1689-11-23	302	Billet à	0.75	parterre
1689-11-24	26	Billet à	3	première loge
1689-11-24	54	Billet à	1.5	autre
1689-11-24	5	Billet à	1	autre
1689-11-24	274	Billet à	0.75	parterre
1689-11-25	27	Billet à	3	première loge
1689-11-25	72	Billet à	1.5	autre
1689-11-25	8	Billet à	1	autre
1689-11-25	273	Billet à	0.75	parterre
1689-11-26	1	Loge basse	33.75	première loge
1689-11-26	57	Billet à	3	première loge
1689-11-26	60	Billet à	1.5	autre
1689-11-26	9	Billet à	1	autre
1689-11-26	339	Billet à	0.75	parterre
1689-11-27	1	Loge basse	33.75	première loge
1689-11-27	94	Billet à	3	première loge
1689-11-27	135	Billet à	1.5	autre
1689-11-27	41	Billet à	1	autre
1689-11-27	494	Billet à	0.75	parterre
1689-11-28	45	Billet à	3	première loge
1689-11-28	67	Billet à	1.5	autre
1689-11-28	11	Billet à	1	autre
1689-11-28	419	Billet à	0.75	parterre
1689-11-29	16	Billet à	3	première loge
1689-11-29	56	Billet à	1.5	autre
1689-11-29	8	Billet à	1	autre
1689-11-29	219	Billet à	0.75	parterre
1689-11-30	112	Billet à	3	première loge
1689-11-30	191	Billet à	1.5	autre
1689-11-30	65	Billet à	1	autre
1689-11-30	571	Billet à	0.75	parterre
1689-12-01	30	Billet à	3	première loge
1689-12-01	53	Billet à	1.5	autre
1689-12-01	15	Billet à	1	autre
1689-12-01	241	Billet à	0.75	parterre
1689-12-02	43	Billet à	3	première loge
1689-12-02	45	Billet à	1.5	autre
1689-12-02	16	Billet à	1	autre
1689-12-02	331	Billet à	0.75	parterre
1689-12-02	1	Irregular Receipts	3	autre
1689-12-03	70	Billet à	3	première loge
1689-12-03	52	Billet à	1.5	autre
1689-12-03	5	Billet à	1	autre
1689-12-03	261	Billet à	0.75	parterre
1689-12-03	1	Irregular Receipts	9	autre
1689-12-04	132	Billet à	3	première loge
1689-12-04	227	Billet à	1.5	autre
1689-12-04	71	Billet à	1	autre
1689-12-04	613	Billet à	0.75	parterre
1689-12-04	1	Irregular Receipts	3	autre
1689-12-05	2	Loge basse	33.75	première loge
1689-12-05	58	Billet à	3	première loge
1689-12-05	87	Billet à	1.5	autre
1689-12-05	5	Billet à	1	autre
1689-12-05	290	Billet à	0.75	parterre
1689-12-05	1	Irregular Receipts	1.5	autre
1689-12-06	1	Loge basse	45	première loge
1689-12-06	116	Billet à	5.625	première loge
1689-12-06	135	Billet à	3	autre
1689-12-06	65	Billet à	1.5	autre
1689-12-06	495	Billet à	1.5	parterre
1689-12-07	55	Billet à	3	première loge
1689-12-07	56	Billet à	1.5	autre
1689-12-07	11	Billet à	1	autre
1689-12-07	249	Billet à	0.75	parterre
1689-12-09	1	Loge basse	45	première loge
1689-12-09	46	Billet à	5.625	première loge
1689-12-09	34	Billet à	3	autre
1689-12-09	15	Billet à	1.5	autre
1689-12-09	192	Billet à	1.5	parterre
1689-12-10	83	Billet à	3	première loge
1689-12-10	73	Billet à	1.5	autre
1689-12-10	9	Billet à	1	autre
1689-12-10	290	Billet à	0.75	parterre
1689-12-11	22	Billet à	5.625	première loge
1689-12-11	37	Billet à	3	autre
1689-12-11	28	Billet à	1.5	autre
1689-12-11	133	Billet à	1.5	parterre
1689-12-11	1	Irregular Receipts 2	3.625	autre
1689-12-11	1	Irregular Receipts	90	autre
1689-12-12	65	Billet à	3	première loge
1689-12-12	42	Billet à	1.5	autre
1689-12-12	13	Billet à	1	autre
1689-12-12	195	Billet à	0.75	parterre
1689-12-13	46	Billet à	3.1	première loge
1689-12-13	134	Billet à	1.55	autre
1689-12-13	78	Billet à	1.05	autre
1689-12-13	518	Billet à	0.775	parterre
1689-12-13	1	Irregular Receipts	1.55	autre
1689-12-14	134	Billet à	3.1	première loge
1689-12-14	126	Billet à	1.55	autre
1689-12-14	15	Billet à	1.05	autre
1689-12-14	389	Billet à	0.775	parterre
1689-12-15	66	Billet à	3.1	première loge
1689-12-15	68	Billet à	1.55	autre
1689-12-15	37	Billet à	1.05	autre
1689-12-15	483	Billet à	0.775	parterre
1689-12-16	1	Loge basse	46.4	première loge
1689-12-16	1	Loge haute	34.85	autre
1689-12-16	68	Billet à	3.1	première loge
1689-12-16	86	Billet à	1.55	autre
1689-12-16	2	Billet à	1.05	autre
1689-12-16	311	Billet à	0.775	parterre
1689-12-17	93	Billet à	3.1	première loge
1689-12-17	86	Billet à	1.55	autre
1689-12-17	12	Billet à	1.05	autre
1689-12-17	421	Billet à	0.775	parterre
1689-12-17	1	Irregular Receipts	3.1	autre
1689-12-18	90	Billet à	3.1	première loge
1689-12-18	134	Billet à	1.55	autre
1689-12-18	20	Billet à	1.05	autre
1689-12-18	417	Billet à	0.775	parterre
1689-12-19	47	Billet à	3.1	première loge
1689-12-19	52	Billet à	1.55	autre
1689-12-19	5	Billet à	1.05	autre
1689-12-19	225	Billet à	0.775	parterre
1689-12-20	24	Billet à	3.1	première loge
1689-12-20	37	Billet à	1.55	autre
1689-12-20	10	Billet à	1.05	autre
1689-12-20	243	Billet à	0.775	parterre
1689-12-20	1	Irregular Receipts	3.1	autre
1689-12-21	100	Billet à	3	première loge
1689-12-21	185	Billet à	1.5	autre
1689-12-21	63	Billet à	1.05	autre
1689-12-21	638	Billet à	0.75	parterre
1689-12-22	1	Loge basse	46.5	première loge
1689-12-22	44	Billet à	3.1	première loge
1689-12-22	52	Billet à	1.55	autre
1689-12-22	7	Billet à	1.05	autre
1689-12-22	319	Billet à	0.775	parterre
1689-12-23	31	Billet à	3.1	première loge
1689-12-23	57	Billet à	1.55	autre
1689-12-23	13	Billet à	1.05	autre
1689-12-23	292	Billet à	0.775	parterre
1689-12-26	1	Loge haute	12.4	autre
1689-12-26	97	Billet à	3.1	première loge
1689-12-26	149	Billet à	1.55	autre
1689-12-26	42	Billet à	1.05	autre
1689-12-26	574	Billet à	0.775	parterre
1689-12-26	1	Irregular Receipts	45	autre
1689-12-26	1	Irregular Receipts 2	4.65	autre
1689-12-27	60	Billet à	3.1	première loge
1689-12-27	145	Billet à	1.55	autre
1689-12-27	53	Billet à	1.05	autre
1689-12-27	477	Billet à	0.775	parterre
1689-12-28	147	Billet à	3.1	première loge
1689-12-28	149	Billet à	1.55	autre
1689-12-28	25	Billet à	1.05	autre
1689-12-28	421	Billet à	0.775	parterre
1689-12-29	30	Billet à	3.1	première loge
1689-12-29	77	Billet à	1.55	autre
1689-12-29	11	Billet à	1.05	autre
1689-12-29	225	Billet à	0.775	parterre
1689-12-30	72	Billet à	3.1	première loge
1689-12-30	54	Billet à	1.55	autre
1689-12-30	9	Billet à	1.05	autre
1689-12-30	218	Billet à	0.775	parterre
1689-12-30	1	Irregular Receipts	16.625	autre
1689-12-31	72	Billet à	4.3	première loge
1689-12-31	59	Billet à	1.55	autre
1689-12-31	9	Billet à	1.05	autre
1689-12-31	230	Billet à	0.775	parterre
1690-01-01	49	Billet à	3	première loge
1690-01-01	75	Billet à	1.5	autre
1690-01-01	28	Billet à	1	autre
1690-01-01	326	Billet à	0.75	parterre
1690-01-02	85	Billet à	3	première loge
1690-01-02	63	Billet à	1.5	autre
1690-01-02	8	Billet à	1	autre
1690-01-02	235	Billet à	0.75	parterre
1690-01-03	52	Billet à	3	première loge
1690-01-03	136	Billet à	1.5	autre
1690-01-03	56	Billet à	1	autre
1690-01-03	521	Billet à	0.75	parterre
1690-01-03	1	Irregular Receipts	3	autre
1690-01-04	76	Billet à	3	première loge
1690-01-04	109	Billet à	1.5	autre
1690-01-04	12	Billet à	1	autre
1690-01-04	320	Billet à	0.75	parterre
1690-01-05	44	Billet à	3	première loge
1690-01-05	72	Billet à	1.5	autre
1690-01-05	8	Billet à	1	autre
1690-01-05	358	Billet à	0.75	parterre
1690-01-06	90	Billet à	3	première loge
1690-01-06	133	Billet à	1.5	autre
1690-01-06	39	Billet à	1	autre
1690-01-06	484	Billet à	0.75	parterre
1690-01-06	1	Irregular Receipts 2	6	autre
1690-01-06	1	Irregular Receipts	3	autre
1690-01-07	120	Billet à	3	première loge
1690-01-07	83	Billet à	1.5	autre
1690-01-07	7	Billet à	1	autre
1690-01-07	286	Billet à	0.75	parterre
1690-01-08	67	Billet à	3	première loge
1690-01-08	175	Billet à	1.5	autre
1690-01-08	65	Billet à	1	autre
1690-01-08	577	Billet à	0.75	parterre
1690-01-09	109	Billet à	3	première loge
1690-01-09	72	Billet à	1.5	autre
1690-01-09	8	Billet à	1	autre
1690-01-09	333	Billet à	0.75	parterre
1690-01-10	5	Billet à	3	première loge
1690-01-10	51	Billet à	1.5	autre
1690-01-10	16	Billet à	1	autre
1690-01-10	261	Billet à	0.75	parterre
1690-01-11	136	Billet à	5.5	première loge
1690-01-11	38	Billet à	3	autre
1690-01-11	10	Billet à	1.5	autre
1690-01-11	165	Billet à	1.5	parterre
1690-01-11	1	Irregular Receipts 2	1.55	autre
1690-01-11	1	Irregular Receipts	3	autre
1690-01-12	23	Billet à	3	première loge
1690-01-12	41	Billet à	1.5	autre
1690-01-12	16	Billet à	1	autre
1690-01-12	239	Billet à	0.75	parterre
1690-01-13	41	Billet à	5.5	première loge
1690-01-13	49	Billet à	3	autre
1690-01-13	6	Billet à	1.5	autre
1690-01-13	99	Billet à	1.5	parterre
1690-01-14	1	Loge basse	33.75	première loge
1690-01-14	68	Billet à	3	première loge
1690-01-14	80	Billet à	1.5	autre
1690-01-14	16	Billet à	1	autre
1690-01-14	297	Billet à	0.75	parterre
1690-01-15	71	Billet à	3	première loge
1690-01-15	150	Billet à	1.5	autre
1690-01-15	27	Billet à	1	autre
1690-01-15	393	Billet à	0.75	parterre
1690-01-16	1	Loge basse	33	première loge
1690-01-16	50	Billet à	3	première loge
1690-01-16	59	Billet à	1.5	autre
1690-01-16	10	Billet à	1	autre
1690-01-16	309	Billet à	0.75	parterre
1690-01-16	1	Irregular Receipts	1.5	autre
1690-01-17	59	Billet à	3	première loge
1690-01-17	101	Billet à	1.5	autre
1690-01-17	17	Billet à	1	autre
1690-01-17	301	Billet à	0.75	parterre
1690-01-17	1	Irregular Receipts	3	autre
1690-01-18	84	Billet à	5.5	première loge
1690-01-18	58	Billet à	3	autre
1690-01-18	33	Billet à	1.5	autre
1690-01-18	340	Billet à	1.5	parterre
1690-01-19	41	Billet à	3	première loge
1690-01-19	74	Billet à	1.5	autre
1690-01-19	31	Billet à	1	autre
1690-01-19	374	Billet à	0.75	parterre
1690-01-20	58	Billet à	5.5	première loge
1690-01-20	63	Billet à	3	autre
1690-01-20	18	Billet à	1.5	autre
1690-01-20	231	Billet à	1.5	parterre
1690-01-20	2	Irregular Receipts	3	autre
1690-01-21	1	Loge basse	46.4	première loge
1690-01-21	39	Billet à	5.5	première loge
1690-01-21	16	Billet à	3	autre
1690-01-21	8	Billet à	1.5	autre
1690-01-21	125	Billet à	1.5	parterre
1690-01-22	90	Billet à	5.5	première loge
1690-01-22	95	Billet à	3	autre
1690-01-22	91	Billet à	1.5	autre
1690-01-22	260	Billet à	1.5	parterre
1690-01-23	25	Billet à	3	première loge
1690-01-23	51	Billet à	1.5	autre
1690-01-23	18	Billet à	1	autre
1690-01-23	228	Billet à	0.75	parterre
1690-01-24	59	Billet à	5.5	première loge
1690-01-24	54	Billet à	3	autre
1690-01-24	17	Billet à	1.5	autre
1690-01-24	177	Billet à	1.5	parterre
1690-01-25	95	Billet à	3	première loge
1690-01-25	71	Billet à	1.5	autre
1690-01-25	13	Billet à	1	autre
1690-01-25	290	Billet à	0.75	parterre
1690-01-25	1	Irregular Receipts	1.5	autre
1690-01-26	53	Billet à	5.5	première loge
1690-01-26	61	Billet à	3	autre
1690-01-26	22	Billet à	1.5	autre
1690-01-26	140	Billet à	1.5	parterre
